Device,Device Name,Current,Device Image,OEM (brand),Battery Life (h),Device Online Listing,Processor,NPU,UPC,SKU,Barcode,Formfactor,Weight,Screen Size,Screen Type,Resolution,Build,Aspect Ratio,Screen Brightness (nits),Color Accuracy,Touchscreen?,Pen Compatibility?,Bluetooth Version,Storage,RAM/Memory,Network Card,Ports,Backlit Keyboard?,Keyboard size,MSRP,MicroSD Slot,Thunderbolt,HDMI,Security,Persona,Extra Features,About,Persona Extended,Basket Recommendations
Chromebook,ASUS Chromebook CX1405,FALSE,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6447/6672663_sd.jpg;maxHeight=1080;maxWidth=900?format=webp,ASUS,,https://www.bestbuy.com/product/sku/6672663,Intel Core 3 Series 1,,199291337862,6672663,https://barcode.tec-it.com/barcode.ashx?data=199291337862&code=UPCA,,3.06 pounds,14 inches,LED,1920 x 1080 (Full HD),,16:9,,,,,,,8 gigabytes,,"1 x USB-A 3.2, 2 x USB-C 3.2",,,,,No,1 x HDMI 1.4,,,,,,
Chromebook,ASUS Chromebook CX1405,FALSE,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6447/6669595_sd.jpg;maxHeight=1080;maxWidth=900?format=webp,ASUS,,https://www.bestbuy.com/product/sku/6669595,Intel Celeron N50,,199291342897,6669595,https://barcode.tec-it.com/barcode.ashx?data=199291342897&code=UPCA,,3.06 pounds,14 inches,LED,1920 x 1080 (Full HD),,16:9,,,,,,,4 gigabytes,,"1 x USB-A 3.2, 2 x USB-C 3.2",,,,,No,"1 x HDMI 1.4, Display connection via USB port",,,,,,
Chromebook,Acer Chromebook 516 16,FALSE,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6447/6618158_sd.jpg;maxHeight=1080;maxWidth=900?format=webp,Acer,,https://www.bestbuy.com/product/sku/6618158,Intel Core i3-1315U,,195133282987,6618158,https://barcode.tec-it.com/barcode.ashx?data=195133282987&code=UPCA,,3.75 pounds,16 inches,LCD,1920 x 1200 (WUXGA),,16:10,,,,,,,8 gigabytes,,"2 x USB-C 3.2, 2 x USB-A 3.2",,,,,No,"Display connection via USB port, 1 x HDMI 1.4",Cable lock slot,,,,,
Chromebook,Acer Chromebook Plus Spin 514,FALSE,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6447/6639090_sd.jpg;maxHeight=1080;maxWidth=900?format=webp,Acer,,https://www.bestbuy.com/product/sku/6639090,MediaTek Kompanio Ultra 910,,195133315661,6639090,https://barcode.tec-it.com/barcode.ashx?data=195133315661&code=UPCA,,3 pounds,14 inches,LCD,1920 x 1200 (WUXGA),,16:10,,,Yes,,,,12 gigabytes,,"2 x USB-C 3.2, 2 x USB-A 3.2",Yes,,,,No,Display connection via USB port,Cable lock slot,,,,,
Chromebook,Lenovo Chromebook Plus 14,FALSE,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6447/6630493_sd.jpg;maxHeight=1080;maxWidth=900?format=webp,Lenovo,,https://www.bestbuy.com/product/sku/6630493,MediaTek Kompanio Ultra 910,,198157168756,6630493,https://barcode.tec-it.com/barcode.ashx?data=198157168756&code=UPCA,,2.75 pounds,14 inches,OLED,1920 x 1200 (WUXGA),,16:10,,,Yes,,,,16 gigabytes,,"1 x USB-A 3.2, 2 x USB-C 3.2",Yes,,,,No,Display connection via USB port,,,,,,
Chromebook,HP Chromebook 14,FALSE,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6447/6667590_sd.jpg;maxHeight=1080;maxWidth=900?format=webp,HP,,https://www.bestbuy.com/product/sku/6667590,Intel Core 3 N355,,199896337700,6667590,https://barcode.tec-it.com/barcode.ashx?data=199896337700&code=UPCA,,3.05 pounds,14 inches,LED,1920 x 1200 (Full HD+),,16:10,,,Yes,,,,8 gigabytes,,"2 x USB-C 3.1, 1 x USB-A 3.0",,,,,No,Display connection via USB port,Privacy camera,,,,,
Chromebook,Lenovo Chromebook 15.3,FALSE,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6447/6673810_sd.jpg;maxHeight=1080;maxWidth=900?format=webp,Lenovo,,https://www.bestbuy.com/product/sku/6673810,Intel Core Processor N Series,,199273525294,6673810,https://barcode.tec-it.com/barcode.ashx?data=199273525294&code=UPCA,,CHECK DATA,CHECK DATA,CHECK DATA,STILL NOT FOUND,,CHECK DATA,,CHECK DATA,,,,CHECK DATA,CHECK DATA,,CHECK DATA,,,,CHECK DATA,No,CHECK DATA,CHECK DATA,,,,,
Chromebook,Lenovo Chromebook Plus 2-in-1 14,FALSE,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6447/6640898_sd.jpg;maxHeight=1080;maxWidth=900?format=webp,Lenovo,,https://www.bestbuy.com/product/sku/6640898,Intel Core 3 N355,,199271500187,6640898,https://barcode.tec-it.com/barcode.ashx?data=199271500187&code=UPCA,,3.3 pounds,14 inches,LCD,1920 x 1200 (WUXGA),,16:10,,,Yes,,,,8 gigabytes,,"2 x USB-A 2.0, 1 x USB-C, 0",Yes,,,microSD,No,"1 x HDMI 1.0, Display connection via USB port",Privacy camera,,,,,
Chromebook,HP Chromebook 14,FALSE,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6447/6667806_sd.jpg;maxHeight=1080;maxWidth=900?format=webp,HP,,https://www.bestbuy.com/product/sku/6667806,Intel Core 3 N355,,199896354431,6667806,https://barcode.tec-it.com/barcode.ashx?data=199896354431&code=UPCA,,3.04 pounds,14 inches,LED,1920 x 1200 (Full HD+),,16:10,,,Yes,,,,8 gigabytes,,"2 x USB-C 3.1, 1 x USB-A 3.0, 0",Yes,,,,No,Display connection via USB port,Privacy camera,,,,,
Chromebook,HP Chromebook 14,FALSE,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6447/6667807_sd.jpg;maxHeight=1080;maxWidth=900?format=webp,HP,,https://www.bestbuy.com/product/sku/6667807,Intel Core N150,,199896354134,6667807,https://barcode.tec-it.com/barcode.ashx?data=199896354134&code=UPCA,,3.04 pounds,14 inches,LED,1920 x 1200 (Full HD+),,16:10,,,Yes,,,,8 gigabytes,,"1 x USB-C 3.1, 1 x USB-A 3.0, 0",,,,,No,Display connection via USB port,Privacy camera,,,,,
Chromebook,ASUS Chromebook CX3402,FALSE,https://pisces.bbystatic.com/image2/BestBuy_US/images/products/6447/6672664_sd.jpg;maxHeight=1080;maxWidth=900?format=webp,ASUS,,https://www.bestbuy.com/product/sku/6672664,Intel Core 5 120U,,199291367180,6672664,https://barcode.tec-it.com/barcode.ashx?data=199291367180&code=UPCA,,3.15 pounds,14 inches,LED,1920 x 1080 (Full HD),,16:9,,,Yes,,,,8 gigabytes,,"2 x USB-A 3.2, 2 x USB-C 3.2",,,,,No,1 x HDMI 1.4,,,,,,
Gragglebook,Gragglebook 11 Super,FALSE,https://drive.google.com/open?id=1SvDltCnlis6uPE8qOglMllaobgrEp8Bd&usp=drive_copy,Acor,10 hours,https://www.bestbuy.com/product/sku/AC-GB11,Intel Core i3,None,123456789001,AC-GB11,https://barcode.tec-it.com/barcode.ashx?data=123456789001&code=UPCA,Clamshell,2.5 lbs,11.6 in,IPS LCD,1366x768,,16:9,250,45% NTSC,No,No,5,128GB eMMC,4GB,Wi-Fi 5,"2x Thunderbolt 4, 2x USB A, 1x HDMI, 3.5mm audio jack",No,Compact,$249,Yes,No,No,"Fingerprint Sensor, face authentication",Everyday User,,,"Everyday User: This device fits the Everyday User persona because it contains an entry-level Intel Core i3 processor and 4GB of RAM, making it ideal for basic everyday browsing and tasks.","=gemini(""Recommend items such as usb drives, microsd, mice, etc, that would pair well with a purchase of this device. Separate by a comma , use vague item names not any specific brand."",B23:AH23)"
Gragglebook,Gragglebook 14,FALSE,https://drive.google.com/open?id=1QDad5XWdEn8GhvYXUndpBk_qvPZ_LaHi&usp=drive_copy,AZUS,12 hours,https://www.bestbuy.com/product/sku/AZ-GB14,AMD Ryzen 3,None,123456789002,AZ-GB14,https://barcode.tec-it.com/barcode.ashx?data=123456789002&code=UPCA,Clamshell,3.1 lbs,14 in,FHD IPS,1920x1080,,16:9,250,45% NTSC,No,No,5.1,256GB SSD,8GB,Wi-Fi 6,2x USB C 1x USB A,Yes,Full,$399,Yes,No,Yes,,Student,,,"Student: This device fits the Student persona because it features a mid-range AMD Ryzen 3 processor and 8GB of RAM, offering a good balance of performance and affordability for everyday school tasks.","=gemini(""Recommend items such as usb drives, microsd, mice, etc, that would pair well with a purchase of this device. Separate by a comma , use vague item names not any specific brand."",B24:AH24)"
Gragglebook,Gragglebook 14 Flip,FALSE,https://drive.google.com/open?id=152FW9tW4PdQLxhqE5lOhOZlG_PciAOvt&usp=drive_copy,AZUS,11 hours,https://www.bestbuy.com/product/sku/AZ-GB14F,AMD Ryzen 5,None,123456789003,AZ-GB14F,https://barcode.tec-it.com/barcode.ashx?data=123456789003&code=UPCA,Convertible,3.3 lbs,14 in,FHD Touch,1920 x 1080,,16:9,300,62.5% sRGB,Yes,Yes,5.1,512GB SSD,8GB,Wi-Fi 6,2x USB C 1x USB A,Yes,Full,$499,Yes,No,Yes,,Student,,,"Student: This device fits the Student persona because it features a mid-range AMD Ryzen 5 processor, 8GB of RAM, and pen compatibility, making it ideal for taking notes and handling schoolwork.","=gemini(""Recommend items such as usb drives, microsd, mice, etc, that would pair well with a purchase of this device. Separate by a comma , use vague item names not any specific brand."",B25:AH25)"
Gragglebook,Gragglebook Pro 15,FALSE,https://drive.google.com/open?id=1EmrcxgowIfE4wEAlct3eSsToFR0qvsEm&usp=drive_copy,Lenvovo,14 hours,https://www.bestbuy.com/product/sku/LV-GBP15,Intel Core i5,Intel Movidius,123456789004,LV-GBP15,https://barcode.tec-it.com/barcode.ashx?data=123456789004&code=UPCA,Clamshell,3.8 lbs,15.6 in,OLED,1920x1080,,16:9,400,100% DCI-P3,No,No,5.2,512GB SSD,16GB,Wi-Fi 6E,2x Thunderbolt 4 2x USB A,Yes,Full with Numpad,$799,No,Yes,Yes,,Content Creator,,,"Content Creator: This device fits the Content Creator persona because it features 16GB of RAM and a premium OLED screen, making it well-suited for creative and media tasks.","=gemini(""Recommend items such as usb drives, microsd, mice, etc, that would pair well with a purchase of this device. Separate by a comma , use vague item names not any specific brand."",B26:AH26)"
Gragglebook,Gragglebook Ultra 16,FALSE,https://drive.google.com/open?id=1veP9R-ZdXClO2dAmu5FmcfEn7S6JiyGb&usp=drive_copy,HQ,16 hours,https://www.bestbuy.com/product/sku/HQ-GBU16,Intel Core i7,Intel AI Boost,123456789005,HQ-GBU16,https://barcode.tec-it.com/barcode.ashx?data=123456789005&code=UPCA,Clamshell,4.2 lbs,16 in,UHD OLED,3840x2400,,16:10,400,100% DCI-P3,Yes,Yes,5.3,1TB SSD,32GB,Wi-Fi 7,2x Thunderbolt 4 1x USB A,Yes,Full with Numpad,"$1,299",No,Yes,Yes,,Content Creator,,,"Content Creator: This device fits the Content Creator persona because it features a top-tier Intel Core i7 processor, 32GB of RAM, and a premium UHD OLED display suitable for intensive creative work.","=gemini(""Recommend items such as usb drives, microsd, mice, etc, that would pair well with a purchase of this device. Separate by a comma , use vague item names not any specific brand."",B27:AH27)"
Chromerbooks,Gragglebook Go,FALSE,https://drive.google.com/open?id=1Ui8bqZzZPsGG2WDknrdgvpHqUzfC882-&usp=drive_copy,Acor,12 hours,https://www.bestbuy.com/product/sku/AC-GBGO,Qualcomm Snapdragon 7c,Hexagon,123456789006,AC-GBGO,https://barcode.tec-it.com/barcode.ashx?data=123456789006&code=UPCA,Clamshell,2.1 lbs,10.5 in,IPS LCD,1920x1280,,3:2,350,62.5% sRGB,Yes,No,5.1,128GB eMMC,4GB,Wi-Fi 5 LTE,1x USB C,No,Compact,$299,No,No,No,,Everyday User,,,"Everyday User: This device fits the Everyday User persona because it features a budget Qualcomm Snapdragon 7c processor and 4GB of RAM, making it suitable for basic web browsing and tasks.","=gemini(""Recommend items such as usb drives, microsd, mice, etc, that would pair well with a purchase of this device. Separate by a comma , use vague item names not any specific brand."",B28:AH28)"
Chromerbooks,Gragglebook Flex 13,FALSE,https://drive.google.com/open?id=1cUHg4IibcP8uoay9783jdppT4C1nGNMv&usp=drive_copy,Lenvovo,13 hours,https://www.bestbuy.com/product/sku/LV-GBF13,Intel Core i5,None,123456789007,LV-GBF13,https://barcode.tec-it.com/barcode.ashx?data=123456789007&code=UPCA,Convertible,2.9 lbs,13.3 in,FHD IPS Touch,1920x1080,,16:9,300,100% sRGB,Yes,Yes,5.1,256GB SSD,8GB,Wi-Fi 6,2x USB C,Yes,Compact,$599,Yes,No,No,,Professional,,,"Professional: This device aligns with the Professional persona because it features a high-performance Intel Core i5 processor, 8GB of RAM, SSD storage, and a backlit keyboard.","=gemini(""Recommend items such as usb drives, microsd, mice, etc, that would pair well with a purchase of this device. Separate by a comma , use vague item names not any specific brand."",B29:AH29)"
Chromerbooks,Gragglebook Gaming 15,FALSE,https://drive.google.com/open?id=1wTxNyIQNAdEh5uSCXBIxK9tQ_1JZEEiB&usp=drive_copy,AZUS,6 hours,https://www.bestbuy.com/product/sku/AZ-GBG15,AMD Ryzen 9,None,123456789008,AZ-GBG15,https://barcode.tec-it.com/barcode.ashx?data=123456789008&code=UPCA,Clamshell,5.5 lbs,15.6 in,144Hz FHD,1920x1080,,16:9,250,45% NTSC,No,No,5.2,1TB SSD,16GB,Wi-Fi 6E,3x USB A 1x USB C,Yes,Full with Numpad,"$1,099",No,No,Yes,,Gamer / Power User,,,"Gamer/Power User: This device fits the Gamer/Power User persona because it features a high-performance AMD Ryzen 9 processor, 16GB of RAM, and a fast 144Hz FHD display that are optimal for gaming and intensive tasks.","=gemini(""Recommend items such as usb drives, microsd, mice, etc, that would pair well with a purchase of this device. Separate by a comma , use vague item names not any specific brand."",B30:AH30)"
Chromerbooks,Gragglebook Mini,FALSE,https://drive.google.com/open?id=18NGzRDpy2XBdPiAlwn1O-oHOwSnyfti2&usp=drive_copy,HQ,9 hours,https://www.bestbuy.com/product/sku/HQ-GBMINI,Intel Celeron N4020,None,123456789009,HQ-GBMINI,https://barcode.tec-it.com/barcode.ashx?data=123456789009&code=UPCA,Clamshell,2.0 lbs,11.6 in,HD TN,1366x768,,16:9,220,45% NTSC,No,No,4.2,64GB eMMC,4GB,Wi-Fi 5,2x USB A,No,Compact,$199,Yes,No,No,,Everyday User,,,"Everyday User: This device fits the Everyday User persona because it features a budget Intel Celeron N4020 processor and 4GB of RAM, making it tailored for basic everyday browsing.","=gemini(""Recommend items such as usb drives, microsd, mice, etc, that would pair well with a purchase of this device. Separate by a comma , use vague item names not any specific brand."",B31:AH31)"
Chromerbooks,Gragglebook Plus 17,FALSE,https://drive.google.com/open?id=1wzBJY-cxTDUAw5cwF8bpMp0RZS6oJD1A&usp=drive_copy,Acor,10 hours,https://www.bestbuy.com/product/sku/AC-GBP17,Intel Core i7,None,123456789010,AC-GBP17,https://barcode.tec-it.com/barcode.ashx?data=123456789010&code=UPCA,Clamshell,5.1 lbs,17.3 in,FHD IPS,1920x1080,,16:9,300,72% NTSC,No,No,5.1,512GB SSD,16GB,Wi-Fi 6,2x USB A 2x USB C,Yes,Full with Numpad,$849,Yes,No,Yes,,Professional,,,"Professional: This device fits the Professional persona because it features a high-performance Intel Core i7 processor, 16GB of RAM, and a fast 512GB SSD, making it ideal for demanding productivity tasks.","=gemini(""Recommend items such as usb drives, microsd, mice, etc, that would pair well with a purchase of this device. Separate by a comma , use vague item names not any specific brand."",B32:AH32)"
Chromerbooks,Gragglebook Studio,FALSE,https://drive.google.com/open?id=1U9fLuahfstF2QOPgPBvCK4ByFEjCa8ct&usp=drive_copy,Lenvovo,11 hours,https://www.bestbuy.com/product/sku/LV-GBSTU,Intel Core Ultra 7,Intel AI Boost,123456789011,LV-GBSTU,https://barcode.tec-it.com/barcode.ashx?data=123456789011&code=UPCA,Convertible,3.5 lbs,14.4 in,3K OLED Touch,2400x1600,,3:2,500,100% DCI-P3,Yes,Yes,5.3,1TB SSD,32GB,Wi-Fi 7,2x Thunderbolt 4,Yes,Compact,"$1,499",No,Yes,No,,Content Creator,,,"Content Creator: This device matches the Content Creator persona because it features a top-tier Intel Core Ultra 7 processor, 32GB of RAM, and a high-quality 3K OLED touchscreen display suitable for intensive creative workflows.","=gemini(""Recommend items such as usb drives, microsd, mice, etc, that would pair well with a purchase of this device. Separate by a comma , use vague item names not any specific brand."",B33:AH33)"
Chromerbooks,Gragglebook X,FALSE,https://drive.google.com/open?id=1GvY1t3cN6eBReRxa3dKn4Ndj-pLKWkUS&usp=drive_copy,HQ,15 hours,https://www.bestbuy.com/product/sku/HQ-GBX,Qualcomm Snapdragon X Elite,Hexagon,123456789012,HQ-GBX,https://barcode.tec-it.com/barcode.ashx?data=123456789012&code=UPCA,Clamshell,2.6 lbs,13.5 in,2K IPS,2256x1504,,3:2,400,100% sRGB,No,No,5.4,512GB SSD,16GB,Wi-Fi 7,2x USB 4,Yes,Compact,$999,No,No,No,,Professional,,,"Professional: This device fits the Professional persona because it features a high-performance Qualcomm Snapdragon X Elite processor with dedicated Hexagon NPU features, 16GB of RAM, a fast 512GB SSD, and a backlit keyboard.","=gemini(""Recommend items such as usb drives, microsd, mice, etc, that would pair well with a purchase of this device. Separate by a comma , use vague item names not any specific brand."",B34:AH34)"
Chromerbooks,Gragglebook 360,FALSE,https://drive.google.com/open?id=13YtFWsPTfvNkfU18xwtNZGL-G0Sur1Eg&usp=drive_copy,AZUS,10 hours,https://www.bestbuy.com/product/sku/AZ-GB360,Intel Core i3,None,123456789013,AZ-GB360,https://barcode.tec-it.com/barcode.ashx?data=123456789013&code=UPCA,Convertible,3.4 lbs,15.6 in,FHD Touch,1920x1080,,16:9,250,45% NTSC,Yes,No,5,256GB SSD,8GB,Wi-Fi 6,2x USB A 1x USB C,Yes,Full,$449,Yes,No,Yes,,Everyday User,,,"Everyday User: This device fits the Everyday User persona because it features an Intel Core i3 processor and 8GB of RAM, making it well-suited for everyday tasks and standard browsing.","=gemini(""Recommend items such as usb drives, microsd, mice, etc, that would pair well with a purchase of this device. Separate by a comma , use vague item names not any specific brand."",B35:AH35)"
Chromerbooks,Gragglebook Air,FALSE,https://drive.google.com/open?id=1AT_SBfc9eyhpiT-RSwk9fJKFW3FPK_Bn&usp=drive_copy,Acor,14 hours,https://www.bestbuy.com/product/sku/AC-GBAIR,AMD Ryzen 5,None,123456789014,AC-GBAIR,https://barcode.tec-it.com/barcode.ashx?data=123456789014&code=UPCA,Clamshell,2.4 lbs,13.3 in,FHD IPS,1920x1080,,16:9,300,100% sRGB,No,No,5.1,512GB SSD,8GB,Wi-Fi 6,2x USB C,Yes,Compact,$649,No,No,No,,Student,,,"Student: This device fits the Student persona because it features a mid-range AMD Ryzen 5 processor, 8GB of RAM, and a highly portable 2.4 lbs lightweight design.","=gemini(""Recommend items such as usb drives, microsd, mice, etc, that would pair well with a purchase of this device. Separate by a comma , use vague item names not any specific brand."",B36:AH36)"
